"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Norway","2009","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2010","293907.5",""
"Norway","2009","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2010","61110",""
"Norway","2009","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2010","84858.5",""
"Norway","2008","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2009","249898.5",""
"Norway","2008","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2009","567979.5",""
"Norway","2008","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2009","120598",""
"Norway","2008","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2009","166724",""
"Norway","2008","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2009","124306",""
"Norway","2008","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2009","280229",""
"Norway","2008","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2009","60458",""
"Norway","2008","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2009","83061",""
"Norway","2008","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2009","125592.5",""
"Norway","2008","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2009","287750.5",""
"Norway","2008","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2009","60140",""
"Norway","2008","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2009","83663",""
"Norway","2007","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2008","246183",""
"Norway","2007","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2008","554550.5",""
"Norway","2007","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2008","118450.5",""
"Norway","2007","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2008","163460.5",""
"Norway","2007","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2008","122076.5",""
"Norway","2007","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2008","272318",""
"Norway","2007","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2008","59097",""
"Norway","2007","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2008","81160",""
"Norway","2007","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2008","124106.5",""
"Norway","2007","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2008","282232.5",""
"Norway","2007","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2008","59353.5",""
"Norway","2007","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2008","82300.5",""
"Norway","2006","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2007","243389",""
"Norway","2006","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2007","543514",""
"Norway","2006","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2007","116236",""
"Norway","2006","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2007","160171.5",""
"Norway","2006","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2007","120315",""
"Norway","2006","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2007","265874.5",""
"Norway","2006","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2007","57652",""
"Norway","2006","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2007","79247",""
"Norway","2006","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2007","123074",""
"Norway","2006","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2007","277639.5",""
"Norway","2006","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2007","58584",""
"Norway","2006","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2007","80924.5",""
"Norway","2005","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2006","240683.5",""
"Norway","2005","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2006","534128.5",""
"Norway","2005","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2006","114574",""
"Norway","2005","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2006","157387",""
"Norway","2005","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2006","118728",""
"Norway","2005","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2006","260731",""
"Norway","2005","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2006","56608.5",""
"Norway","2005","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2006","77696.5",""
"Norway","2005","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2006","121955.5",""
"Norway","2005","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2006","273397.5",""
"Norway","2005","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2006","57965.5",""
"Norway","2005","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2006","79690.5",""
"Norway","2003","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2004","236427",""
"Norway","2003","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2004","519644",""
"Norway","2003","Total","Both Sexes","Stavanger","City proper","Estimate - de jure","Final figure, complete","2004","111706",""
"Norway","2003","Total","Both Sexes","Trondheim","City proper","Estimate - de jure","Final figure, complete","2004","153525",""
"Norway","2003","Total","Male","Bergen","City proper","Estimate - de jure","Final figure, complete","2004","116277",""
"Norway","2003","Total","Male","OSLO","City proper","Estimate - de jure","Final figure, complete","2004","253163",""
"Norway","2003","Total","Male","Stavanger","City proper","Estimate - de jure","Final figure, complete","2004","55052",""
"Norway","2003","Total","Male","Trondheim","City proper","Estimate - de jure","Final figure, complete","2004","75521",""
"Norway","2003","Total","Female","Bergen","City proper","Estimate - de jure","Final figure, complete","2004","120150",""
"Norway","2003","Total","Female","OSLO","City proper","Estimate - de jure","Final figure, complete","2004","266481",""
"Norway","2003","Total","Female","Stavanger","City proper","Estimate - de jure","Final figure, complete","2004","56655",""
"Norway","2003","Total","Female","Trondheim","City proper","Estimate - de jure","Final figure, complete","2004","78004",""
"Poland","2018","Total","Both Sexes","Bialystok","City proper","Estimate - de jure","Final figure, complete","2018","294683","19,21"
"Poland","2018","Total","Both Sexes","Bielsko-Biala","City proper","Estimate - de jure","Final figure, complete","2018","169373","19,21"
"Poland","2018","Total","Both Sexes","Bydgoszcz","City proper","Estimate - de jure","Final figure, complete","2018","351273","19,21"
"Poland","2018","Total","Both Sexes","Bytom","City proper","Estimate - de jure","Final figure, complete","2018","166135","19,21"
"Poland","2018","Total","Both Sexes","Chorzów","City proper","Estimate - de jure","Final figure, complete","2018","107780","19,21"
"Poland","2018","Total","Both Sexes","Czestochowa","City proper","Estimate - de jure","Final figure, complete","2018","221508","19,21"
"Poland","2018","Total","Both Sexes","Dabrowa Górnicza","City proper","Estimate - de jure","Final figure, complete","2018","119816","19,21"
"Poland","2018","Total","Both Sexes","Elblag","City proper","Estimate - de jure","Final figure, complete","2018","118397","19,21"
"Poland","2018","Total","Both Sexes","Gdansk","City proper","Estimate - de jure","Final figure, complete","2018","464834","19,21"
"Poland","2018","Total","Both Sexes","Gdynia","City proper","Estimate - de jure","Final figure, complete","2018","243496","19,21"
"Poland","2018","Total","Both Sexes","Gliwice","City proper","Estimate - de jure","Final figure, complete","2018","179218","19,21"
"Poland","2018","Total","Both Sexes","Gorzów Wielkopolski","City proper","Estimate - de jure","Final figure, complete","2018","122455","19,21"
"Poland","2018","Total","Both Sexes","Grudziadz","City proper","Estimate - de jure","Final figure, complete","2018","93679","19,21"
"Poland","2018","Total","Both Sexes","Jastrzebie-Zdrój","City proper","Estimate - de jure","Final figure, complete","2018","88366","19,21"
"Poland","2018","Total","Both Sexes","Kalisz","City proper","Estimate - de jure","Final figure, complete","2018","100223","19,21"
"Poland","2018","Total","Both Sexes","Katowice","City proper","Estimate - de jure","Final figure, complete","2018","299674","19,21"
"Poland","2018","Total","Both Sexes","Kielce","City proper","Estimate - de jure","Final figure, complete","2018","194632","19,21"
"Poland","2018","Total","Both Sexes","Koszalin","City proper","Estimate - de jure","Final figure, complete","2018","106118","19,21"
"Poland","2018","Total","Both Sexes","Kraków","City proper","Estimate - de jure","Final figure, complete","2018","762776","19,21"
"Poland","2018","Total","Both Sexes","Legnica","City proper","Estimate - de jure","Final figure, complete","2018","98598","19,21"
"Poland","2018","Total","Both Sexes","Lódz","City proper","Estimate - de jure","Final figure, complete","2018","686874","19,21"
"Poland","2018","Total","Both Sexes","Lublin","City proper","Estimate - de jure","Final figure, complete","2018","341493","19,21"
"Poland","2018","Total","Both Sexes","Olsztyn","City proper","Estimate - de jure","Final figure, complete","2018","174023","19,21"
"Poland","2018","Total","Both Sexes","Opole","City proper","Estimate - de jure","Final figure, complete","2018","127434","19,21"
"Poland","2018","Total","Both Sexes","Plock","City proper","Estimate - de jure","Final figure, complete","2018","119175","19,21"
"Poland","2018","Total","Both Sexes","Poznan","City proper","Estimate - de jure","Final figure, complete","2018","536692","19,21"
"Poland","2018","Total","Both Sexes","Radom","City proper","Estimate - de jure","Final figure, complete","2018","211909","19,21"
"Poland","2018","Total","Both Sexes","Ruda Slaska","City proper","Estimate - de jure","Final figure, complete","2018","137093","19,21"
"Poland","2018","Total","Both Sexes","Rybnik","City proper","Estimate - de jure","Final figure, complete","2018","137316","19,21"
